6/3/2020 | 13/12/54 | Igrac: V01D | IP: 192.168.1.2 
24/10/2020 | 19/32/6 | Igrac: Cintik_Swartz | IP: 85.10.56.197 
24/10/2020 | 19/32/7 | Igrac: Kofriki_Pavlovic | IP: 85.10.56.197 
24/10/2020 | 19/32/18 | Igrac: Banfut_Usix | IP: 85.10.56.197 
24/10/2020 | 19/32/18 | Igrac: Steosaka_Jokic | IP: 85.10.56.197 
24/10/2020 | 19/32/19 | Igrac: Lucin_Miller | IP: 85.10.56.197 
24/10/2020 | 19/32/19 | Igrac: Bojcko_Coco | IP: 85.10.56.197 
24/10/2020 | 19/32/19 | Igrac: Didsi_Senju | IP: 85.10.56.197 
24/10/2020 | 19/32/19 | Igrac: Larif_Capone | IP: 85.10.56.197 
24/10/2020 | 19/32/20 | Igrac: Lucko_Roo | IP: 85.10.56.197 
24/10/2020 | 19/32/20 | Igrac: Laona_Danteh | IP: 85.10.56.197 
24/10/2020 | 19/32/20 | Igrac: Niriki_Otsutsuki | IP: 85.10.56.197 
24/10/2020 | 19/32/21 | Igrac: Cinbuf_Janos | IP: 85.10.56.197 
24/10/2020 | 19/32/21 | Igrac: Didmil_Lakic | IP: 85.10.56.197 
24/10/2020 | 19/32/21 | Igrac: Rontik_Coco | IP: 85.10.56.197 
24/10/2020 | 19/32/22 | Igrac: Fisara_Pavlovic | IP: 85.10.56.197 
24/10/2020 | 19/32/22 | Igrac: Lafsok_Majkovic | IP: 85.10.56.197 
24/10/2020 | 19/32/22 | Igrac: Becin_Miljkovic | IP: 85.10.56.197 
24/10/2020 | 19/32/23 | Igrac: Ronnuj_Force | IP: 85.10.56.197 
24/10/2020 | 19/32/23 | Igrac: Mirtek_Jovanovic | IP: 85.10.56.197 
24/10/2020 | 19/32/23 | Igrac: Cincko_Pro | IP: 85.10.56.197 
24/10/2020 | 19/32/23 | Igrac: Mifut_Potix | IP: 85.10.56.197 
24/10/2020 | 19/32/24 | Igrac: Cinriki_Usix | IP: 85.10.56.197 
24/10/2020 | 19/32/24 | Igrac: Sil_Dev | IP: 85.10.56.197 
24/10/2020 | 19/32/24 | Igrac: Bancin_Kosflovic | IP: 85.10.56.197 
24/10/2020 | 19/32/24 | Igrac: Bojile_Python | IP: 85.10.56.197 
24/10/2020 | 19/32/25 | Igrac: Laosi_Kosflovic | IP: 85.10.56.197 
24/10/2020 | 19/32/26 | Igrac: Bojpa_Lule | IP: 85.10.56.197 
24/10/2020 | 19/32/26 | Igrac: Mialos_Miljkovic | IP: 85.10.56.197 
24/10/2020 | 19/32/26 | Igrac: Silaci_Butigan | IP: 85.10.56.197 
24/10/2020 | 19/32/26 | Igrac: Laotik_Capone | IP: 85.10.56.197 
24/10/2020 | 19/32/27 | Igrac: Marlok_Pavlovic | IP: 85.10.56.197 
24/10/2020 | 19/32/27 | Igrac: Marsara_Escobar | IP: 85.10.56.197 
24/10/2020 | 19/32/32 | Igrac: Klypan_Kq | IP: 93.170.61.142 
24/10/2020 | 19/32/39 | Igrac: Ronriki_Roo | IP: 85.10.56.197 
24/10/2020 | 19/32/39 | Igrac: Menile_Original | IP: 85.10.56.197 
24/10/2020 | 19/32/39 | Igrac: Dartik_Janos | IP: 85.10.56.197 
24/10/2020 | 19/32/40 | Igrac: Dartek_Miller | IP: 85.10.56.197 
24/10/2020 | 19/32/40 | Igrac: Luosaka_Original | IP: 85.10.56.197 
24/10/2020 | 19/32/40 | Igrac: Miasok_Dev | IP: 85.10.56.197 
24/10/2020 | 19/32/41 | Igrac: Moosaka_Thompson | IP: 85.10.56.197 
24/10/2020 | 19/32/42 | Igrac: Cinriki_Bakugan | IP: 85.10.56.197 
24/10/2020 | 19/32/42 | Igrac: Lafola_Senju | IP: 85.10.56.197 
24/10/2020 | 19/32/43 | Igrac: Martek_Janos | IP: 85.10.56.197 
24/10/2020 | 19/32/44 | Igrac: Cimsi_Danteh | IP: 85.10.56.197 
24/10/2020 | 19/32/44 | Igrac: Marile_Wilson | IP: 85.10.56.197 
24/10/2020 | 19/32/44 | Igrac: Mialip_Dracin | IP: 85.10.56.197 
24/10/2020 | 19/32/44 | Igrac: Marlos_Original | IP: 85.10.56.197 
24/10/2020 | 19/32/44 | Igrac: Menmil_Miller | IP: 85.10.56.197 
24/10/2020 | 19/32/45 | Igrac: Mirmile_Bakugan | IP: 85.10.56.197 
24/10/2020 | 19/32/45 | Igrac: Marsok_Pavlovic | IP: 85.10.56.197 
24/10/2020 | 19/32/46 | Igrac: Kofara_Lakic | IP: 85.10.56.197 
24/10/2020 | 19/32/46 | Igrac: Belos_Janos | IP: 85.10.56.197 
24/10/2020 | 19/32/46 | Igrac: Steola_Janos | IP: 85.10.56.197 
24/10/2020 | 19/32/48 | Igrac: Cinlip_Pawno | IP: 85.10.56.197 
24/10/2020 | 19/32/57 | Igrac: Zeljko_Lord | IP: 77.243.30.10 
24/10/2020 | 19/32/59 | Igrac: Lafbuf_Lule | IP: 85.10.56.197 
24/10/2020 | 19/33/0 | Igrac: Cinlok_Johnson | IP: 85.10.56.197 
24/10/2020 | 19/33/0 | Igrac: Banaci_Original | IP: 85.10.56.197 
24/10/2020 | 19/33/1 | Igrac: Lurif_Flox | IP: 85.10.56.197 
24/10/2020 | 19/33/1 | Igrac: Rick_Armani | IP: 82.118.9.230 
24/10/2020 | 19/33/1 | Igrac: Niile_Thompson | IP: 85.10.56.197 
24/10/2020 | 19/33/1 | Igrac: Menrok_Swartz | IP: 85.10.56.197 
24/10/2020 | 19/33/1 | Igrac: Kosra_Dev | IP: 85.10.56.197 
24/10/2020 | 19/33/2 | Igrac: Bogbuf_Pawno | IP: 85.10.56.197 
24/10/2020 | 19/33/3 | Igrac: Koscin_Roo | IP: 85.10.56.197 
24/10/2020 | 19/33/3 | Igrac: Bannuj_Cibanovic | IP: 85.10.56.197 
24/10/2020 | 19/33/3 | Igrac: Ninuj_Jokic | IP: 85.10.56.197 
24/10/2020 | 19/33/3 | Igrac: Cimsara_Capone | IP: 85.10.56.197 
24/10/2020 | 19/33/4 | Igrac: Olasi_Dinner | IP: 85.10.56.197 
24/10/2020 | 19/33/4 | Igrac: Bojeka_Cappone | IP: 85.10.56.197 
24/10/2020 | 19/33/5 | Igrac: Laonuj_Python | IP: 85.10.56.197 
24/10/2020 | 19/33/5 | Igrac: Aljo_Diaz | IP: 185.39.1.250 
24/10/2020 | 19/33/5 | Igrac: Jonson_Nelson | IP: 77.78.224.132 
24/10/2020 | 19/33/5 | Igrac: Marra_Miller | IP: 85.10.56.197 
24/10/2020 | 19/33/6 | Igrac: Lacko_Miljkovic | IP: 85.10.56.197 
24/10/2020 | 19/33/6 | Igrac: Cinsok_Butigan | IP: 85.10.56.197 
24/10/2020 | 19/33/6 | Igrac: Bogmil_Swartz | IP: 85.10.56.197 
24/10/2020 | 19/33/7 | Igrac: Miarif_Dracin | IP: 85.10.56.197 
24/10/2020 | 19/33/7 | Igrac: Cinpa_Dev | IP: 85.10.56.197 
24/10/2020 | 19/33/7 | Igrac: Besi_Ryn | IP: 85.10.56.197 
24/10/2020 | 19/33/7 | Igrac: Bogra_Carter | IP: 85.10.56.197 
24/10/2020 | 19/33/9 | Igrac: Aleksandar_Shaolin | IP: 212.200.181.156 
24/10/2020 | 19/33/14 | Igrac: Armoo_Corelli | IP: 188.230.136.89 
24/10/2020 | 19/33/19 | Igrac: Fiara_Janos | IP: 85.10.56.197 
24/10/2020 | 19/33/19 | Igrac: Coax_Vasquez | IP: 31.223.129.183 
24/10/2020 | 19/33/19 | Igrac: Lafko_Python | IP: 85.10.56.197 
24/10/2020 | 19/33/20 | Igrac: Fika_Dinner | IP: 85.10.56.197 
24/10/2020 | 19/33/21 | Igrac: Lutik_Lais | IP: 85.10.56.197 
24/10/2020 | 19/33/21 | Igrac: Lafut_Escobar | IP: 85.10.56.197 
24/10/2020 | 19/33/21 | Igrac: Lasara_Carter | IP: 85.10.56.197 
24/10/2020 | 19/33/22 | Igrac: Marbuf_Bakugan | IP: 85.10.56.197 
24/10/2020 | 19/33/22 | Igrac: Ronlok_Swartz | IP: 85.10.56.197 
24/10/2020 | 19/33/22 | Igrac: Darile_Mixer | IP: 85.10.56.197 
24/10/2020 | 19/33/23 | Igrac: Silifu_Python | IP: 85.10.56.197 
24/10/2020 | 19/33/24 | Igrac: Ronara_Lakic | IP: 85.10.56.197 
24/10/2020 | 19/33/25 | Igrac: Fira_Butigan | IP: 85.10.56.197 
24/10/2020 | 19/33/26 | Igrac: Marsok_Wilson | IP: 85.10.56.197 
24/10/2020 | 19/33/26 | Igrac: Lako_Force | IP: 85.10.56.197 
24/10/2020 | 19/33/26 | Igrac: Cimsok_Kosflovic | IP: 85.10.56.197 
24/10/2020 | 19/33/27 | Igrac: Lara_Lakic | IP: 85.10.56.197 
24/10/2020 | 19/33/27 | Igrac: Lafeka_Capone | IP: 85.10.56.197 
24/10/2020 | 19/33/27 | Igrac: Kofmil_Butigan | IP: 85.10.56.197 
24/10/2020 | 19/33/39 | Igrac: Menaci_Lakic | IP: 85.10.56.197 
24/10/2020 | 19/33/39 | Igrac: Kosra_Otsutsuki | IP: 85.10.56.197 
24/10/2020 | 19/33/39 | Igrac: Olacin_Markovic | IP: 85.10.56.197 
24/10/2020 | 19/33/39 | Igrac: Miaaci_Auslander | IP: 85.10.56.197 
24/10/2020 | 19/33/40 | Igrac: Jara_Butigan | IP: 85.10.56.197 
24/10/2020 | 19/33/40 | Igrac: Bantek_Wilson | IP: 85.10.56.197 
24/10/2020 | 19/33/41 | Igrac: Jaosaka_Butigan | IP: 85.10.56.197 
24/10/2020 | 19/33/42 | Igrac: Mo_Coco | IP: 85.10.56.197 
24/10/2020 | 19/33/42 | Igrac: Mirosaka_Kosflovic | IP: 85.10.56.197 
24/10/2020 | 19/33/42 | Igrac: Miosaka_Wilson | IP: 85.10.56.197 
24/10/2020 | 19/33/43 | Igrac: Lafsara_Otsutsuki | IP: 85.10.56.197 
24/10/2020 | 19/33/43 | Igrac: Ronna_Pavlovic | IP: 85.10.56.197 
24/10/2020 | 19/33/43 | Igrac: Steriki_Flox | IP: 85.10.56.197 
24/10/2020 | 19/33/44 | Igrac: Bantek_Force | IP: 85.10.56.197 
24/10/2020 | 19/33/44 | Igrac: Mencin_Original | IP: 85.10.56.197 
24/10/2020 | 19/33/44 | Igrac: Cinola_Otsutsuki | IP: 85.10.56.197 
24/10/2020 | 19/33/45 | Igrac: Didola_Dracin | IP: 85.10.56.197 
24/10/2020 | 19/33/45 | Igrac: Kosko_Senju | IP: 85.10.56.197 
24/10/2020 | 19/33/45 | Igrac: Sterok_Python | IP: 85.10.56.197 
24/10/2020 | 19/33/46 | Igrac: Cinifu_Kosflovic | IP: 85.10.56.197 
24/10/2020 | 19/33/46 | Igrac: Mi_Bakugan | IP: 85.10.56.197 
24/10/2020 | 19/33/47 | Igrac: Blazic_Destigo | IP: 212.200.181.67 
24/10/2020 | 19/33/47 | Igrac: Luka_Ryn | IP: 85.10.56.197 
24/10/2020 | 19/33/52 | Igrac: Don_Vasquez | IP: 109.175.107.173 
24/10/2020 | 19/33/59 | Igrac: Jako_Dev | IP: 85.10.56.197 
24/10/2020 | 19/34/0 | Igrac: Mirifu_Flox | IP: 85.10.56.197 
24/10/2020 | 19/34/0 | Igrac: Bojsok_Cibanovic | IP: 85.10.56.197 
24/10/2020 | 19/34/0 | Igrac: Betik_Majkovic | IP: 85.10.56.197 
24/10/2020 | 19/34/0 | Igrac: Lasok_Cappone | IP: 85.10.56.197 
24/10/2020 | 19/34/0 | Igrac: Lafbuf_Miljkovic | IP: 85.10.56.197 
24/10/2020 | 19/34/1 | Igrac: Bogpa_Lakic | IP: 85.10.56.197 
24/10/2020 | 19/34/1 | Igrac: Cimrok_Dracin | IP: 85.10.56.197 
24/10/2020 | 19/34/2 | Igrac: Jatik_Jovanovic | IP: 85.10.56.197 
24/10/2020 | 19/34/2 | Igrac: Cimtek_Kosflovic | IP: 85.10.56.197 
24/10/2020 | 19/34/2 | Igrac: Kossi_Swartz | IP: 85.10.56.197 
24/10/2020 | 19/34/4 | Igrac: Lasok_Potix | IP: 85.10.56.197 
24/10/2020 | 19/34/4 | Igrac: Mofut_Butigan | IP: 85.10.56.197 
24/10/2020 | 19/34/4 | Igrac: Stelos_Escobar | IP: 85.10.56.197 
24/10/2020 | 19/34/5 | Igrac: Didsara_Pawno | IP: 85.10.56.197 
24/10/2020 | 19/34/5 | Igrac: Mirsara_Janos | IP: 85.10.56.197 
24/10/2020 | 19/34/6 | Igrac: Kofle_Escobar | IP: 85.10.56.197 
24/10/2020 | 19/34/6 | Igrac: Cimmile_Wilson | IP: 85.10.56.197 
24/10/2020 | 19/34/6 | Igrac: Nimil_Lule | IP: 85.10.56.197 
24/10/2020 | 19/34/7 | Igrac: Moko_Markovic | IP: 85.10.56.197 
24/10/2020 | 19/34/7 | Igrac: Menmil_Dev | IP: 85.10.56.197 
24/10/2020 | 19/34/7 | Igrac: Menka_Janos | IP: 85.10.56.197 
24/10/2020 | 19/34/19 | Igrac: Ivan_Dejanovic | IP: 82.102.24.57 
24/10/2020 | 19/34/20 | Igrac: Lulok_Lais | IP: 85.10.56.197 
24/10/2020 | 19/34/22 | Igrac: Miko_Dev | IP: 85.10.56.197 
24/10/2020 | 19/34/22 | Igrac: Koscin_Capone | IP: 85.10.56.197 
24/10/2020 | 19/34/22 | Igrac: Laoeka_Jovanovic | IP: 85.10.56.197 
24/10/2020 | 19/34/23 | Igrac: Lafle_Auslander | IP: 85.10.56.197 
24/10/2020 | 19/34/23 | Igrac: Bojsi_Janos | IP: 85.10.56.197 
24/10/2020 | 19/34/25 | Igrac: Olalip_Force | IP: 85.10.56.197 
24/10/2020 | 19/34/27 | Igrac: Cinifu_Markovic | IP: 85.10.56.197 
24/10/2020 | 19/34/27 | Igrac: Kofpa_Pavlovic | IP: 85.10.56.197 
24/10/2020 | 19/34/29 | Igrac: Darlok_Jovanovic | IP: 85.10.56.197 
24/10/2020 | 19/34/30 | Igrac: Marriki_Escobar | IP: 85.10.56.197 
24/10/2020 | 19/34/31 | Igrac: Miaifu_Dev | IP: 85.10.56.197 
24/10/2020 | 19/34/32 | Igrac: Lura_Ryn | IP: 85.10.56.197 
24/10/2020 | 19/34/32 | Igrac: Lafosaka_Senju | IP: 85.10.56.197 
24/10/2020 | 19/34/32 | Igrac: Menile_Senju | IP: 85.10.56.197 
24/10/2020 | 19/34/33 | Igrac: Steara_Bakugan | IP: 85.10.56.197 
24/10/2020 | 19/34/33 | Igrac: Bojpa_Escobar | IP: 85.10.56.197 
24/10/2020 | 19/34/34 | Igrac: Cinriki_Janos | IP: 85.10.56.197 
24/10/2020 | 19/34/35 | Igrac: Laorif_Usix | IP: 85.10.56.197 
24/10/2020 | 19/34/35 | Igrac: Cinnuj_Otsutsuki | IP: 85.10.56.197 
24/10/2020 | 19/34/36 | Igrac: Miasok_Lais | IP: 85.10.56.197 
24/10/2020 | 19/34/37 | Igrac: Silola_Flox | IP: 85.10.56.197 
24/10/2020 | 19/34/38 | Igrac: Ninuj_Lule | IP: 85.10.56.197 
24/10/2020 | 19/34/38 | Igrac: Bognuj_Lule | IP: 85.10.56.197 
24/10/2020 | 19/34/39 | Igrac: Miasok_Jovanovic | IP: 85.10.56.197 
24/10/2020 | 19/34/40 | Igrac: Luriki_Usix | IP: 85.10.56.197 
24/10/2020 | 19/34/40 | Igrac: Nimile_Miller | IP: 85.10.56.197 
24/10/2020 | 19/34/40 | Igrac: Miamile_Roo | IP: 85.10.56.197 
24/10/2020 | 19/34/41 | Igrac: Marola_Force | IP: 85.10.56.197 
24/10/2020 | 19/34/42 | Igrac: Koska_Lakic | IP: 85.10.56.197 
24/10/2020 | 19/34/43 | Igrac: Steka_Thompson | IP: 85.10.56.197 
24/10/2020 | 19/34/43 | Igrac: Darara_Thompson | IP: 85.10.56.197 
24/10/2020 | 19/34/43 | Igrac: Lusi_Lais | IP: 85.10.56.197 
24/10/2020 | 19/34/45 | Igrac: Moriki_Original | IP: 85.10.56.197 
24/10/2020 | 19/34/45 | Igrac: Kofeka_Miller | IP: 85.10.56.197 
24/10/2020 | 19/34/45 | Igrac: Besok_Escobar | IP: 85.10.56.197 
24/10/2020 | 19/34/47 | Igrac: Darola_Cappone | IP: 85.10.56.197 
24/10/2020 | 19/34/48 | Igrac: Molok_Ryn | IP: 85.10.56.197 
24/10/2020 | 19/34/49 | Igrac: Marosaka_Carter | IP: 85.10.56.197 
24/10/2020 | 19/34/49 | Igrac: Stepa_Swartz | IP: 85.10.56.197 
24/10/2020 | 19/34/49 | Igrac: Lariki_Force | IP: 85.10.56.197 
24/10/2020 | 19/34/50 | Igrac: Luile_Pro | IP: 85.10.56.197 
24/10/2020 | 19/34/50 | Igrac: Marriki_Dev | IP: 85.10.56.197 
24/10/2020 | 19/34/50 | Igrac: Lusi_Capone | IP: 85.10.56.197 
24/10/2020 | 19/34/51 | Igrac: Cinlok_Thompson | IP: 85.10.56.197 
24/10/2020 | 19/34/52 | Igrac: Cinriki_Otsutsuki | IP: 85.10.56.197 
24/10/2020 | 19/34/52 | Igrac: Didile_Carter | IP: 85.10.56.197 
24/10/2020 | 19/34/52 | Igrac: Bogtek_Pawno | IP: 85.10.56.197 
24/10/2020 | 19/34/53 | Igrac: Pablo_Gaviria | IP: 176.76.242.110 
24/10/2020 | 19/34/53 | Igrac: Cimcko_Butigan | IP: 85.10.56.197 
24/10/2020 | 19/34/53 | Igrac: Olamil_Lais | IP: 85.10.56.197 
24/10/2020 | 19/34/54 | Igrac: Cinmil_Otsutsuki | IP: 85.10.56.197 
24/10/2020 | 19/34/55 | Igrac: Klypan_Kq | IP: 93.170.61.142 
24/10/2020 | 19/34/55 | Igrac: Lusi_Dev | IP: 85.10.56.197 
24/10/2020 | 19/34/56 | Igrac: Lafcko_Cappone | IP: 85.10.56.197 
24/10/2020 | 19/34/56 | Igrac: Fiosaka_Dinner | IP: 85.10.56.197 
24/10/2020 | 19/34/57 | Igrac: Kofnuj_Jokic | IP: 85.10.56.197 
24/10/2020 | 19/34/57 | Igrac: Bojrif_Senju | IP: 85.10.56.197 
24/10/2020 | 19/34/58 | Igrac: Dareka_Pawno | IP: 85.10.56.197 
24/10/2020 | 19/34/58 | Igrac: Bojsok_Wilson | IP: 85.10.56.197 
24/10/2020 | 19/34/59 | Igrac: Banile_Senju | IP: 85.10.56.197 
24/10/2020 | 19/34/59 | Igrac: Beara_Dev | IP: 85.10.56.197 
24/10/2020 | 19/35/0 | Igrac: Kofile_Miller | IP: 85.10.56.197 
24/10/2020 | 19/35/1 | Igrac: Didmile_Capone | IP: 85.10.56.197 
24/10/2020 | 19/35/1 | Igrac: Cinrif_Majkovic | IP: 85.10.56.197 
24/10/2020 | 19/35/3 | Igrac: Fitik_Dev | IP: 85.10.56.197 
24/10/2020 | 19/35/3 | Igrac: Nile_Senju | IP: 85.10.56.197 
24/10/2020 | 19/35/3 | Igrac: Cinosaka_Senju | IP: 85.10.56.197 
24/10/2020 | 19/35/4 | Igrac: Mirlok_Lakic | IP: 85.10.56.197 
24/10/2020 | 19/35/4 | Igrac: Marlos_Flox | IP: 85.10.56.197 
24/10/2020 | 19/35/5 | Igrac: Silifu_Cappone | IP: 85.10.56.197 
24/10/2020 | 19/35/5 | Igrac: Kofrok_Senju | IP: 85.10.56.197 
24/10/2020 | 19/35/6 | Igrac: Ron_Dracin | IP: 85.10.56.197 
24/10/2020 | 19/35/6 | Igrac: Milok_Coco | IP: 85.10.56.197 
24/10/2020 | 19/35/25 | Igrac: Zlaja_Gaser | IP: 185.26.178.206 
24/10/2020 | 19/35/29 | Igrac: Armoo_Corelli | IP: 188.230.136.89 
24/10/2020 | 19/35/30 | Igrac: Mackenzi_Wright | IP: 89.146.154.81 
24/10/2020 | 19/36/11 | Igrac: Manuel_Wright | IP: 109.245.33.138 
24/10/2020 | 19/36/14 | Igrac: Don_Vasquez | IP: 109.175.107.173 
24/10/2020 | 19/36/24 | Igrac: Benuj_Escobar | IP: 85.10.56.197 
24/10/2020 | 19/36/25 | Igrac: Marna_Johnson | IP: 85.10.56.197 
24/10/2020 | 19/36/26 | Igrac: Cimcko_Jokic | IP: 85.10.56.197 
24/10/2020 | 19/36/26 | Igrac: Kosle_Danteh | IP: 85.10.56.197 
24/10/2020 | 19/36/27 | Igrac: Marile_Bakugan | IP: 85.10.56.197 
24/10/2020 | 19/36/28 | Igrac: Lutek_Butigan | IP: 85.10.56.197 
24/10/2020 | 19/36/29 | Igrac: Ola_Cibanovic | IP: 85.10.56.197 
24/10/2020 | 19/36/30 | Igrac: Jasok_Dev | IP: 85.10.56.197 
24/10/2020 | 19/36/31 | Igrac: Koscin_Dinner | IP: 85.10.56.197 
24/10/2020 | 19/36/32 | Igrac: Menifu_Coco | IP: 85.10.56.197 
24/10/2020 | 19/36/33 | Igrac: Cinnuj_Force | IP: 85.10.56.197 
24/10/2020 | 19/36/34 | Igrac: Darka_Cibanovic | IP: 85.10.56.197 
24/10/2020 | 19/36/35 | Igrac: Lafut_Janos | IP: 85.10.56.197 
24/10/2020 | 19/36/49 | Igrac: Radovan_Boskic | IP: 178.220.212.117 
24/10/2020 | 19/37/2 | Igrac: Michael_Bukvica | IP: 90.144.43.106 
24/10/2020 | 19/37/9 | Igrac: Gio_Eskobar | IP: 176.67.193.199 
24/10/2020 | 19/37/15 | Igrac: Radovan_Boskic | IP: 178.220.212.117 
24/10/2020 | 19/37/36 | Igrac: Armoo_Corelli | IP: 188.230.136.89 
24/10/2020 | 19/37/45 | Igrac: Stefano_Devito | IP: 87.116.161.43 
24/10/2020 | 19/38/50 | Igrac: Damir_Malka | IP: 46.223.162.25 
24/10/2020 | 19/39/4 | Igrac: Somi_Groole | IP: 89.216.48.253 
24/10/2020 | 19/39/19 | Igrac: Aleksandar_Shaolin | IP: 212.200.181.156 
24/10/2020 | 19/39/36 | Igrac: Micko_Tutic | IP: 178.221.44.3 
24/10/2020 | 19/39/44 | Igrac: Stefan_Decanski | IP: 81.24.246.76 
24/10/2020 | 19/40/3 | Igrac: Fox_Syrpznk | IP: 92.36.183.32 
24/10/2020 | 19/40/13 | Igrac: Blazic_Destigo | IP: 212.200.181.67 
24/10/2020 | 19/40/14 | Igrac: Somi_Groole | IP: 89.216.48.253 
24/10/2020 | 19/40/41 | Igrac: Blazic_Destigo | IP: 212.200.181.67 
24/10/2020 | 19/41/4 | Igrac: Klypan_Kq | IP: 93.170.61.142 
24/10/2020 | 19/41/21 | Igrac: Mehmed_Sindjelic | IP: 185.69.31.241 
24/10/2020 | 19/41/31 | Igrac: Sale | IP: 95.91.223.89 
24/10/2020 | 19/42/7 | Igrac: James_Wright | IP: 178.221.183.180 
24/10/2020 | 19/42/19 | Igrac: Werd_Legacy | IP: 178.149.54.214 
24/10/2020 | 19/42/52 | Igrac: Sale | IP: 95.91.223.89 
24/10/2020 | 19/43/31 | Igrac: Mensok_Escobar | IP: 185.128.26.172 
24/10/2020 | 19/43/32 | Igrac: Cimmile_Carter | IP: 185.128.26.172 
24/10/2020 | 19/43/32 | Igrac: Mirola_Original | IP: 185.128.26.172 
24/10/2020 | 19/43/33 | Igrac: Mensok_Original | IP: 185.128.26.172 
24/10/2020 | 19/43/33 | Igrac: Jaile_Kosflovic | IP: 185.128.26.172 
24/10/2020 | 19/43/33 | Igrac: Didmil_Swartz | IP: 185.128.26.172 
24/10/2020 | 19/43/33 | Igrac: Miaola_Swartz | IP: 185.128.26.172 
24/10/2020 | 19/43/33 | Igrac: Banosaka_Butigan | IP: 185.128.26.172 
24/10/2020 | 19/43/34 | Igrac: Kosmil_Markovic | IP: 185.128.26.172 
24/10/2020 | 19/43/34 | Igrac: Didlok_Cibanovic | IP: 185.128.26.172 
24/10/2020 | 19/43/34 | Igrac: Menlos_Roo | IP: 185.128.26.172 
24/10/2020 | 19/43/35 | Igrac: Boj_Coco | IP: 185.128.26.172 
24/10/2020 | 19/43/35 | Igrac: Menka_Lule | IP: 185.128.26.172 
24/10/2020 | 19/43/35 | Igrac: Marile_Cibanovic | IP: 185.128.26.172 
24/10/2020 | 19/43/35 | Igrac: Mofut_Dev | IP: 185.128.26.172 
24/10/2020 | 19/43/36 | Igrac: Mira_Janos | IP: 185.128.26.172 
24/10/2020 | 19/43/36 | Igrac: Kofmil_Flox | IP: 185.128.26.172 
24/10/2020 | 19/43/36 | Igrac: Bogna_Jokic | IP: 185.128.26.172 
24/10/2020 | 19/43/37 | Igrac: Marara_Cappone | IP: 185.128.26.172 
24/10/2020 | 19/43/37 | Igrac: Mirle_Flox | IP: 185.128.26.172 
24/10/2020 | 19/43/37 | Igrac: Kofle_Lakic | IP: 185.128.26.172 
24/10/2020 | 19/43/37 | Igrac: Bojfut_Dracin | IP: 185.128.26.172 
24/10/2020 | 19/43/38 | Igrac: Lutek_Roo | IP: 185.128.26.172 
24/10/2020 | 19/43/38 | Igrac: Silola_Senju | IP: 185.128.26.172 
24/10/2020 | 19/43/38 | Igrac: Cinmil_Wilson | IP: 185.128.26.172 
24/10/2020 | 19/43/38 | Igrac: Mirsi_Ryn | IP: 185.128.26.172 
24/10/2020 | 19/43/39 | Igrac: Nira_Senju | IP: 185.128.26.172 
24/10/2020 | 19/43/39 | Igrac: Miatik_Thompson | IP: 185.128.26.172 
24/10/2020 | 19/43/39 | Igrac: Didlip_Lakic | IP: 185.128.26.172 
24/10/2020 | 19/43/39 | Igrac: Bansara_Dev | IP: 185.128.26.172 
24/10/2020 | 19/43/40 | Igrac: Jacko_Mixer | IP: 185.128.26.172 
24/10/2020 | 19/43/40 | Igrac: Bojcko_Kosflovic | IP: 185.128.26.172 
24/10/2020 | 19/43/40 | Igrac: Marko_Jovanovic | IP: 185.128.26.172 
24/10/2020 | 19/43/41 | Igrac: Cimtek_Force | IP: 185.128.26.172 
24/10/2020 | 19/43/41 | Igrac: Mianuj_Bakugan | IP: 185.128.26.172 
24/10/2020 | 19/43/42 | Igrac: Banola_Dev | IP: 185.128.26.172 
24/10/2020 | 19/43/42 | Igrac: Darmil_Cibanovic | IP: 185.128.26.172 
24/10/2020 | 19/43/42 | Igrac: Bogola_Otsutsuki | IP: 185.128.26.172 
24/10/2020 | 19/43/43 | Igrac: Didriki_Dev | IP: 185.128.26.172 
24/10/2020 | 19/43/43 | Igrac: Marmil_Thompson | IP: 185.128.26.172 
24/10/2020 | 19/43/43 | Igrac: Darsi_Mixer | IP: 185.128.26.172 
24/10/2020 | 19/43/43 | Igrac: Mircin_Carter | IP: 185.128.26.172 
24/10/2020 | 19/43/44 | Igrac: Roncin_Johnson | IP: 185.128.26.172 
24/10/2020 | 19/43/44 | Igrac: Cinfut_Mixer | IP: 185.128.26.172 
24/10/2020 | 19/43/44 | Igrac: Laotek_Lakic | IP: 185.128.26.172 
24/10/2020 | 19/43/45 | Igrac: Marcin_Senju | IP: 185.128.26.172 
24/10/2020 | 19/43/45 | Igrac: Cinosaka_Escobar | IP: 185.128.26.172 
24/10/2020 | 19/43/45 | Igrac: Mar_Butigan | IP: 185.128.26.172 
24/10/2020 | 19/43/46 | Igrac: Darsi_Thompson | IP: 185.128.26.172 
24/10/2020 | 19/43/46 | Igrac: Miana_Python | IP: 185.128.26.172 
24/10/2020 | 19/43/46 | Igrac: Luriki_Kosflovic | IP: 185.128.26.172 
24/10/2020 | 19/43/47 | Igrac: Cimrok_Senju | IP: 185.128.26.172 
24/10/2020 | 19/43/58 | Igrac: Mora_Force | IP: 185.128.26.172 
24/10/2020 | 19/43/59 | Igrac: Nilok_Johnson | IP: 185.128.26.172 
24/10/2020 | 19/43/59 | Igrac: Kosbuf_Kosflovic | IP: 185.128.26.172 
